tenure,contract,customer_satisfaction,num_complaints,late_payments,monthlycharges,churn
6,one_year,8.0,0.0,2,84.54,0
14,one_year,7.0,0.0,0,57.97,0
1,one_year,6.0,0.0,1,46.55,0
3,two_year,5.0,0.0,1,104.38,0
25,one_year,9.0,2.0,1,83.38,1
22,one_year,1.0,1.0,0,82.11,0
48,two_year,9.0,0.0,1,104.55,0
11,one_year,8.0,0.0,0,111.94,0
15,two_year,8.0,1.0,1,114.71,0
1,one_year,3.0,2.0,0,55.8,0
3,two_year,4.0,0.0,0,61.45,0
36,one_year,4.0,0.0,0,101.36,0
35,one_year,4.0,0.0,0,60.49,0
6,one_year,8.0,1.0,0,86.66,0
3,two_year,3.0,0.0,0,97.59,0
1,one_year,8.0,0.0,1,57.83,0
16,two_year,5.0,1.0,1,80.97,0
1,one_year,7.0,0.0,1,65.78,0
1,two_year,5.0,0.0,0,90.05,0
33,two_year,9.0,0.0,0,91.01,0
3,two_year,6.0,1.0,0,40.25,0
5,two_year,7.0,0.0,0,78.56,0
24,one_year,7.0,0.0,0,111.1,0
17,one_year,3.0,1.0,0,70.61,0
2,two_year,6.0,1.0,2,88.89,0
4,one_year,8.0,0.0,0,71.35,0
8,one_year,6.0,0.0,0,98.05,0
13,one_year,7.0,0.0,1,97.81,0
4,one_year,8.0,0.0,0,83.5,0
22,one_year,3.0,2.0,2,87.81,0
41,one_year,9.0,0.0,1,102.43,0
2,one_year,5.0,0.0,0,103.07,0
50,one_year,5.0,1.0,0,69.95,0
33,one_year,9.0,0.0,0,92.69,0
38,one_year,5.0,0.0,0,85.98,0
3,two_year,8.0,0.0,1,26.9,0
3,one_year,8.0,1.0,0,48.79,0
5,one_year,7.0,0.0,0,71.31,1
40,one_year,2.0,1.0,0,119.36,0
25,two_year,1.0,1.0,1,80.62,0
16,one_year,9.0,0.0,0,71.46,0
72,one_year,7.0,3.0,1,63.78,0
34,one_year,6.0,2.0,0,109.5,0
7,two_year,5.0,0.0,1,79.38,0
3,one_year,5.0,1.0,0,117.44,0
39,one_year,6.0,0.0,0,60.27,0
19,one_year,7.0,1.0,0,121.72,0
8,two_year,6.0,1.0,1,61.38,0
1,two_year,4.0,0.0,0,87.42,0
40,one_year,5.0,0.0,0,96.54,0
24,one_year,9.0,0.0,0,80.72,0
31,one_year,5.0,1.0,0,86.24,1
43,one_year,9.0,1.0,0,63.99,1
41,one_year,6.0,1.0,0,64.99,0
13,two_year,5.0,0.0,0,79.44,0
33,one_year,8.0,1.0,0,81.54,0
27,two_year,2.0,1.0,0,94.57,1
25,two_year,9.0,1.0,0,84.15,0
9,one_year,4.0,2.0,0,102.55,0
7,two_year,9.0,0.0,0,65.18,0
7,one_year,9.0,1.0,0,83.77,0
17,two_year,8.0,0.0,0,97.71,0
9,one_year,8.0,1.0,0,72.59,0
40,one_year,3.0,0.0,0,86.17,0
8,one_year,8.0,0.0,0,94.54,0
72,one_year,9.0,0.0,0,105.44,0
1,one_year,8.0,0.0,0,66.3,0
72,one_year,7.0,0.0,0,103.11,1
3,one_year,9.0,1.0,1,80.27,0
1,one_year,8.0,0.0,2,68.63,0
32,two_year,6.0,1.0,0,79.29,0
1,two_year,4.0,1.0,0,89.25,0
72,one_year,6.0,1.0,1,83.87,0
3,one_year,9.0,1.0,0,96.15,0
9,one_year,4.0,0.0,0,104.68,0
72,month_to_month,8.0,1.0,1,125.47,0
3,one_year,7.0,1.0,0,103.26,0
11,month_to_month,8.0,1.0,0,95.17,0
15,two_year,4.0,1.0,0,100.83,0
27,one_year,7.0,0.0,0,138.04,0
1,one_year,8.0,0.0,0,100.0,0
41,one_year,7.0,2.0,0,93.68,0
19,one_year,5.0,0.0,0,70.47,0
9,two_year,8.0,1.0,0,74.17,0
2,one_year,8.0,0.0,2,63.96,0
2,one_year,8.0,1.0,2,141.63,0
72,two_year,8.0,0.0,0,83.5,0
31,two_year,7.0,2.0,1,88.94,0
19,two_year,9.0,0.0,1,127.01,0
30,one_year,7.0,1.0,0,83.9,0
35,one_year,7.0,1.0,0,67.1,0
45,two_year,3.0,0.0,0,98.69,0
9,one_year,5.0,1.0,0,79.59,0
34,month_to_month,3.0,0.0,0,114.37,0
1,two_year,6.0,0.0,0,69.94,0
20,one_year,8.0,2.0,0,73.65,0
72,one_year,6.0,2.0,0,109.42,0
23,one_year,4.0,0.0,0,83.15,1
57,two_year,7.0,0.0,1,92.88,0
15,two_year,8.0,0.0,0,103.86,0
28,one_year,1.0,0.0,2,64.05,0
7,one_year,2.0,0.0,1,117.12,0
18,one_year,3.0,0.0,0,77.61,0
33,two_year,5.0,1.0,2,69.28,0
62,two_year,9.0,1.0,0,68.62,0
7,one_year,1.0,0.0,0,158.51,0
19,two_year,2.0,0.0,0,64.64,1
26,two_year,6.0,1.0,0,38.86,0
24,two_year,9.0,4.0,2,73.96,0
70,two_year,5.0,0.0,0,83.78,0
72,one_year,8.0,2.0,1,90.77,0
3,one_year,4.0,0.0,0,86.7,0
17,one_year,9.0,0.0,1,110.82,0
1,two_year,6.0,1.0,0,38.91,0
24,one_year,7.0,0.0,0,72.3,0
1,two_year,9.0,1.0,0,123.0,0
58,month_to_month,5.0,0.0,0,98.36,0
9,two_year,6.0,0.0,0,91.16,0
72,two_year,5.0,1.0,0,109.32,0
2,two_year,6.0,1.0,1,59.13,0
3,one_year,9.0,0.0,0,70.65,0
72,one_year,9.0,0.0,0,88.71,0
8,two_year,5.0,1.0,0,85.26,0
3,one_year,6.0,0.0,1,111.63,0
2,one_year,3.0,0.0,0,159.77,0
16,one_year,5.0,0.0,0,110.2,0
20,two_year,7.0,0.0,3,48.21,0
8,one_year,6.0,0.0,1,90.01,0
20,one_year,5.0,0.0,0,78.26,0
54,month_to_month,8.0,1.0,0,70.39,0
54,two_year,7.0,0.0,0,91.6,0
13,one_year,9.0,2.0,0,45.03,0
41,one_year,6.0,1.0,1,69.87,0
16,one_year,6.0,3.0,0,138.61,0
29,two_year,3.0,0.0,1,176.23,0
21,two_year,5.0,0.0,0,75.15,0
72,one_year,3.0,0.0,0,71.9,0
26,two_year,9.0,0.0,0,80.23,0
1,one_year,7.0,1.0,0,88.3,0
7,one_year,2.0,0.0,0,57.11,0
1,one_year,9.0,1.0,0,93.03,0
3,two_year,5.0,2.0,1,91.99,0
35,one_year,5.0,3.0,1,77.99,1
18,two_year,7.0,0.0,0,105.54,0
72,two_year,5.0,1.0,1,72.91,0
9,one_year,9.0,1.0,0,81.67,0
4,one_year,9.0,1.0,0,96.93,0
23,one_year,5.0,2.0,0,80.26,0
39,two_year,2.0,1.0,0,98.57,0
11,one_year,9.0,0.0,0,74.63,0
7,one_year,7.0,0.0,1,81.41,0
20,two_year,1.0,0.0,0,97.35,0
20,two_year,9.0,0.0,0,120.18,0
10,two_year,8.0,0.0,0,59.74,0
29,two_year,7.0,2.0,1,87.61,1
45,two_year,7.0,1.0,0,86.48,0
2,one_year,3.0,0.0,1,111.25,0
4,two_year,8.0,2.0,0,53.44,0
21,two_year,6.0,0.0,1,77.61,0
72,one_year,3.0,0.0,0,75.4,0
19,one_year,8.0,0.0,0,75.4,0
4,one_year,8.0,0.0,0,74.73,0
1,one_year,8.0,2.0,1,87.67,0
1,one_year,6.0,0.0,0,58.47,0
8,two_year,7.0,2.0,1,101.06,0
72,one_year,7.0,1.0,1,101.65,0
14,one_year,6.0,2.0,0,97.85,0
39,one_year,9.0,0.0,1,136.27,0
2,one_year,7.0,0.0,0,100.71,0
31,two_year,7.0,0.0,0,100.49,0
7,two_year,6.0,1.0,1,60.78,0
53,one_year,9.0,0.0,0,46.82,0
29,two_year,9.0,0.0,0,51.97,0
15,one_year,1.0,3.0,0,98.62,0
49,one_year,8.0,0.0,0,80.76,0
1,one_year,8.0,1.0,0,63.2,0
28,one_year,9.0,0.0,0,76.29,0
13,two_year,3.0,0.0,0,94.73,0
33,one_year,4.0,0.0,0,97.99,0
66,two_year,7.0,2.0,1,70.52,0
24,one_year,7.0,0.0,0,88.45,0
10,one_year,8.0,1.0,0,58.71,0
72,one_year,9.0,1.0,0,85.46,0
49,two_year,8.0,1.0,0,79.15,0
1,two_year,6.0,1.0,0,129.34,1
2,two_year,2.0,1.0,0,64.28,0
11,one_year,8.0,0.0,0,56.0,0
9,two_year,6.0,0.0,0,80.06,0
17,one_year,8.0,0.0,2,93.86,1
25,two_year,9.0,1.0,0,99.48,1
46,one_year,4.0,0.0,0,92.74,0
22,two_year,9.0,1.0,1,63.07,0
4,one_year,5.0,3.0,0,106.08,0
7,two_year,5.0,1.0,0,94.14,0
30,one_year,7.0,2.0,1,94.8,0
72,one_year,1.0,1.0,0,68.2,0
8,one_year,5.0,0.0,0,85.7,0
37,two_year,4.0,0.0,0,82.66,0
65,one_year,4.0,0.0,0,58.14,0
51,one_year,7.0,3.0,0,113.61,1
13,one_year,3.0,0.0,0,45.25,0
29,one_year,7.0,1.0,0,65.14,0
22,two_year,6.0,0.0,1,67.77,0
3,one_year,6.0,1.0,0,63.57,0
6,one_year,8.0,2.0,1,58.73,0
6,two_year,1.0,0.0,0,105.69,0
3,one_year,4.0,0.0,0,110.0,1
57,one_year,4.0,0.0,1,92.82,0
1,one_year,6.0,0.0,0,88.27,0
16,two_year,6.0,0.0,0,91.86,0
43,two_year,1.0,0.0,0,70.29,0
20,two_year,4.0,4.0,1,82.82,0
58,two_year,4.0,1.0,0,87.31,0
23,one_year,9.0,0.0,0,52.98,0
45,two_year,7.0,0.0,2,70.47,0
32,one_year,2.0,1.0,1,38.97,1
32,one_year,7.0,1.0,1,87.36,0
10,two_year,8.0,0.0,0,146.1,0
49,one_year,6.0,0.0,0,98.06,0
32,two_year,5.0,0.0,1,72.69,0
3,two_year,7.0,1.0,0,73.33,0
72,two_year,5.0,1.0,0,65.52,0
72,two_year,8.0,1.0,0,94.91,0
51,one_year,1.0,0.0,1,34.82,0
72,one_year,1.0,0.0,0,97.13,0
32,one_year,9.0,0.0,0,55.27,0
2,month_to_month,7.0,0.0,0,86.84,0
9,two_year,9.0,0.0,0,84.01,0
18,two_year,6.0,0.0,1,95.72,0
12,one_year,5.0,1.0,0,62.34,0
1,two_year,9.0,0.0,0,75.01,0
1,two_year,7.0,0.0,1,101.2,0
4,two_year,8.0,0.0,0,86.44,0
4,two_year,7.0,1.0,0,75.83,0
4,one_year,2.0,0.0,0,108.53,1
33,two_year,8.0,1.0,0,95.19,0
42,two_year,7.0,0.0,0,65.72,0
13,two_year,6.0,0.0,0,90.5,0
19,two_year,2.0,0.0,1,52.42,0
18,one_year,4.0,0.0,0,108.44,0
18,two_year,8.0,1.0,1,136.91,0
17,one_year,1.0,1.0,1,54.53,0
44,two_year,3.0,0.0,1,71.11,0
22,two_year,6.0,1.0,0,42.87,0
3,one_year,8.0,0.0,0,86.87,0
55,one_year,7.0,0.0,1,119.99,0
12,one_year,8.0,3.0,1,143.04,0
23,one_year,8.0,0.0,0,90.46,0
9,one_year,3.0,2.0,0,78.38,0
2,one_year,8.0,1.0,0,47.6,0
54,one_year,7.0,0.0,0,79.79,0
27,one_year,8.0,0.0,0,56.06,0
31,two_year,7.0,1.0,2,56.22,0
10,one_year,5.0,1.0,1,101.99,1
27,two_year,7.0,4.0,0,77.29,0
5,two_year,4.0,0.0,0,57.46,1
68,one_year,4.0,2.0,0,135.57,0
10,one_year,5.0,1.0,0,87.63,0
12,two_year,8.0,0.0,0,90.65,0
22,one_year,6.0,1.0,0,97.32,0
9,one_year,4.0,1.0,0,41.63,0
29,two_year,7.0,0.0,0,73.63,0
25,one_year,1.0,1.0,0,116.29,0
40,one_year,3.0,0.0,0,91.22,0
18,two_year,7.0,2.0,1,84.88,0
18,one_year,7.0,0.0,0,84.22,0
72,month_to_month,4.0,0.0,1,116.05,0
1,two_year,9.0,1.0,0,92.58,0
61,one_year,7.0,0.0,1,68.14,0
27,two_year,8.0,1.0,1,88.01,0
20,one_year,8.0,1.0,0,79.71,0
72,one_year,7.0,0.0,0,64.66,0
4,two_year,8.0,0.0,0,112.89,0
36,one_year,7.0,1.0,0,66.04,0
39,one_year,4.0,0.0,0,51.13,0
36,one_year,2.0,0.0,0,99.72,0
13,two_year,5.0,1.0,1,54.6,0
50,one_year,7.0,1.0,0,81.32,0
1,two_year,5.0,2.0,1,71.89,0
24,one_year,7.0,1.0,0,66.79,0
48,two_year,6.0,2.0,0,78.05,0
5,month_to_month,5.0,0.0,1,86.98,0
16,one_year,5.0,1.0,0,99.57,1
13,one_year,9.0,0.0,2,88.54,0
10,one_year,9.0,1.0,1,106.2,0
14,one_year,8.0,0.0,1,81.83,0
20,one_year,9.0,2.0,0,104.14,0
20,one_year,6.0,1.0,0,80.84,0
11,one_year,4.0,1.0,0,112.53,0
30,one_year,1.0,0.0,1,106.59,1
53,two_year,3.0,0.0,0,40.6,0
27,two_year,9.0,0.0,0,73.6,0
5,one_year,9.0,2.0,0,52.97,0
7,one_year,6.0,0.0,0,112.98,0
1,two_year,2.0,0.0,0,619.3927577754961,0
51,two_year,9.0,1.0,1,92.02,0
61,two_year,5.0,1.0,0,119.1,0
15,two_year,9.0,0.0,1,94.4,0
37,one_year,6.0,2.0,0,108.32,0
8,two_year,8.0,0.0,0,122.19,0
24,one_year,6.0,0.0,0,58.85,0
40,one_year,6.0,3.0,0,108.03,0
1,one_year,7.0,0.0,1,99.83,0
9,two_year,8.0,0.0,1,112.35,0
13,two_year,9.0,2.0,1,35.51,0
10,one_year,5.0,0.0,1,76.95,0
25,one_year,8.0,0.0,0,72.11,0
72,two_year,5.0,1.0,1,105.99,0
18,one_year,8.0,0.0,0,123.58,0
16,one_year,3.0,0.0,0,76.96,0
8,one_year,9.0,0.0,0,48.71,0
1,one_year,7.0,1.0,0,52.27,0
11,two_year,7.0,0.0,0,105.08,0
4,one_year,7.0,2.0,1,101.14,0
18,one_year,2.0,0.0,0,71.51,0
27,one_year,8.0,1.0,0,77.08,0
35,one_year,3.0,0.0,1,59.63,0
10,two_year,1.0,1.0,0,76.17,1
15,one_year,7.0,1.0,0,39.52,0
31,one_year,7.0,0.0,1,80.28,0
19,one_year,5.0,0.0,0,96.46,0
35,one_year,8.0,1.0,0,129.56,0
39,two_year,6.0,0.0,2,81.91,0
1,two_year,1.0,2.0,0,95.62,0
34,one_year,9.0,1.0,0,100.83,0
1,one_year,9.0,1.0,0,106.87,0
9,one_year,9.0,0.0,2,75.43,0
21,two_year,9.0,1.0,2,94.76,0
19,two_year,8.0,1.0,0,45.54,0
17,one_year,5.0,0.0,1,52.04,0
2,one_year,9.0,0.0,1,72.92,1
15,one_year,2.0,2.0,2,63.3,1
30,two_year,8.0,0.0,1,99.22,0
10,two_year,8.0,0.0,1,80.08,0
19,two_year,7.0,1.0,0,98.23,0
6,one_year,8.0,0.0,0,73.88,0
38,two_year,5.0,1.0,1,83.9,0
15,one_year,8.0,1.0,0,69.75,0
72,two_year,3.0,2.0,0,74.79,0
1,one_year,6.0,2.0,0,77.61,0
2,two_year,7.0,0.0,1,83.58,0
1,two_year,3.0,0.0,2,86.75,1
35,one_year,9.0,0.0,1,107.21,0
49,two_year,4.0,1.0,1,96.38,0
4,one_year,7.0,0.0,1,66.62,0
27,two_year,9.0,0.0,0,72.85,0
4,two_year,7.0,0.0,0,95.08,0
11,two_year,9.0,1.0,0,72.2,0
32,one_year,6.0,0.0,0,98.03,0
3,one_year,1.0,0.0,0,65.37,0
72,one_year,7.0,1.0,0,82.45,0
24,one_year,7.0,1.0,2,61.53,0
1,two_year,2.0,0.0,0,97.69,0
1,two_year,9.0,0.0,0,84.0,0
11,two_year,7.0,0.0,0,106.28,0
7,two_year,3.0,1.0,0,89.45,0
32,one_year,4.0,0.0,0,39.8,0
2,two_year,9.0,0.0,1,110.22,0
44,one_year,7.0,0.0,0,86.71,0
2,one_year,6.0,0.0,1,69.96,0
15,two_year,4.0,2.0,1,55.32,0
12,one_year,6.0,0.0,0,93.51,0
1,one_year,8.0,0.0,0,717.0853324420792,0
31,one_year,7.0,1.0,0,86.01,0
67,one_year,9.0,1.0,1,103.24,0
31,two_year,1.0,1.0,0,49.45,0
4,one_year,8.0,1.0,0,101.31,0
72,two_year,9.0,0.0,0,102.0,0
10,two_year,4.0,1.0,1,88.16,0
5,one_year,9.0,1.0,0,107.07,0
9,one_year,7.0,2.0,0,56.31,0
5,one_year,9.0,0.0,0,97.42,0
5,two_year,6.0,1.0,0,90.23,0
23,one_year,5.0,1.0,0,66.34,0
23,two_year,7.0,0.0,2,80.27,0
30,one_year,3.0,0.0,2,86.34,1
3,two_year,9.0,2.0,2,81.5,0
10,one_year,4.0,1.0,0,88.08,0
19,one_year,3.0,2.0,0,149.22,0
17,one_year,3.0,0.0,0,76.73,0
35,one_year,4.0,1.0,0,80.27,0
44,two_year,6.0,1.0,2,103.84,0
34,one_year,5.0,0.0,0,115.14,0
37,two_year,7.0,1.0,0,106.31,0
36,one_year,5.0,1.0,0,77.87,0
2,two_year,9.0,0.0,0,122.46,0
60,month_to_month,7.0,4.0,0,129.32,0
59,one_year,4.0,0.0,0,124.3,0
30,two_year,4.0,0.0,0,86.32,0
4,two_year,4.0,1.0,0,95.8,0
41,two_year,2.0,1.0,0,77.36,0
23,one_year,4.0,0.0,1,85.14,0
32,one_year,6.0,2.0,1,51.43,0
6,one_year,8.0,0.0,2,75.86,1
49,two_year,8.0,0.0,0,88.46,0
14,two_year,8.0,1.0,0,130.68,0
31,one_year,8.0,0.0,0,62.78,1
14,one_year,8.0,3.0,2,70.17,0
49,two_year,6.0,3.0,1,87.31,0
2,one_year,5.0,1.0,1,120.93,0
36,one_year,7.0,1.0,0,124.45,0
7,one_year,6.0,1.0,0,118.98,0
33,one_year,3.0,0.0,0,44.3,0
43,two_year,8.0,1.0,1,99.25,0
46,one_year,4.0,2.0,1,68.87,0
5,month_to_month,9.0,0.0,0,132.28,1
19,one_year,6.0,1.0,0,71.28,0
5,one_year,5.0,1.0,0,65.7,0
2,one_year,7.0,1.0,0,72.55,0
2,two_year,1.0,0.0,0,91.71,0
28,two_year,6.0,1.0,0,82.85,0
43,one_year,2.0,3.0,0,71.02,0
6,two_year,6.0,2.0,0,52.41,0
67,one_year,9.0,1.0,0,69.92,0
1,two_year,5.0,0.0,0,73.07,0
39,two_year,8.0,1.0,1,86.32,0
1,two_year,7.0,0.0,1,87.0,0
1,two_year,8.0,0.0,0,30.67,0
54,one_year,3.0,2.0,2,29.34,0
3,one_year,7.0,1.0,1,49.42,0
72,two_year,9.0,0.0,1,93.57,0
35,one_year,7.0,2.0,1,58.2,0
31,one_year,5.0,3.0,1,98.7,0
23,one_year,5.0,2.0,2,46.67,1
34,two_year,8.0,1.0,1,135.65,0
33,one_year,9.0,1.0,1,102.15,0
3,two_year,8.0,0.0,0,71.76,0
27,one_year,6.0,1.0,1,67.1,1
21,one_year,5.0,0.0,0,96.95,0
22,two_year,7.0,2.0,0,81.7,1
16,one_year,6.0,0.0,0,62.79,0
8,one_year,9.0,0.0,0,77.65,0
31,one_year,8.0,0.0,0,74.33,0
19,one_year,9.0,0.0,0,122.63,0
2,one_year,8.0,0.0,1,58.47,0
13,one_year,7.0,1.0,0,101.32,1
9,one_year,8.0,0.0,1,80.74,0
39,one_year,4.0,0.0,0,65.05,0
27,two_year,6.0,1.0,1,113.73,0
1,one_year,9.0,0.0,0,114.82,0
18,two_year,7.0,0.0,1,73.19,0
1,one_year,9.0,1.0,2,84.04,0
39,one_year,1.0,0.0,0,86.86,0
7,one_year,1.0,0.0,0,78.58,0
35,one_year,4.0,1.0,0,103.49,0
1,one_year,8.0,1.0,0,62.43,0
13,two_year,8.0,2.0,0,84.73,0
72,one_year,4.0,1.0,1,66.47,0
32,two_year,8.0,0.0,3,88.69,0
4,one_year,9.0,0.0,1,112.32,0
9,one_year,7.0,0.0,1,67.16,0
5,one_year,3.0,0.0,0,88.12,0
22,one_year,4.0,1.0,1,56.5,1
25,two_year,1.0,1.0,0,70.02,0
35,two_year,3.0,0.0,0,36.35,0
72,two_year,6.0,0.0,1,82.55,0
7,one_year,9.0,0.0,1,94.79,0
13,one_year,9.0,3.0,0,120.86,0
22,one_year,7.0,1.0,0,89.21,0
24,one_year,2.0,0.0,0,61.35,0
31,month_to_month,9.0,1.0,2,52.15,1
24,one_year,4.0,3.0,0,88.89,0
10,two_year,8.0,1.0,0,50.4,1
24,one_year,9.0,0.0,0,120.2,0
5,two_year,9.0,0.0,0,103.39,0
13,one_year,7.0,1.0,0,72.11,0
11,two_year,5.0,0.0,0,41.62,0
7,two_year,9.0,1.0,0,56.45,1
43,two_year,8.0,1.0,1,40.58,0
54,two_year,9.0,1.0,0,91.96,0
20,one_year,7.0,1.0,0,105.13,0
6,two_year,7.0,2.0,1,90.1,0
1,one_year,6.0,0.0,0,56.58,0
22,one_year,3.0,0.0,0,76.26,0
9,one_year,8.0,0.0,0,85.12,0
12,one_year,9.0,1.0,0,82.27,0
18,one_year,9.0,0.0,0,96.0,0
28,one_year,7.0,0.0,0,87.63,0
26,one_year,5.0,2.0,1,85.82,0
22,one_year,8.0,1.0,1,82.32,0
22,one_year,7.0,1.0,2,92.74,0
50,two_year,9.0,0.0,0,75.96,0
1,one_year,4.0,0.0,2,90.86,1
5,one_year,2.0,1.0,0,72.01,1
19,one_year,8.0,0.0,0,50.17,0
22,two_year,5.0,2.0,0,64.44,0
28,two_year,7.0,0.0,0,77.95,0
26,one_year,7.0,1.0,0,93.58,0
2,one_year,5.0,1.0,0,65.54,0
23,one_year,9.0,1.0,0,49.9,0
2,two_year,3.0,1.0,1,106.82,0
63,one_year,1.0,0.0,0,108.5,0
14,two_year,4.0,1.0,2,88.11,0
1,one_year,9.0,0.0,1,53.71,0
1,one_year,9.0,1.0,0,75.55,0
72,two_year,6.0,1.0,0,80.27,0
12,one_year,3.0,1.0,0,107.65,0
63,one_year,3.0,2.0,0,88.85,0
30,one_year,4.0,0.0,0,94.64,0
7,one_year,8.0,0.0,0,35.36,0
5,two_year,8.0,0.0,0,77.54,0
69,one_year,7.0,1.0,0,119.55,1
13,one_year,8.0,0.0,1,70.42,0
15,two_year,2.0,2.0,1,102.03,0
46,one_year,7.0,1.0,0,94.6,0
23,one_year,9.0,2.0,0,91.78,0
25,two_year,5.0,1.0,0,99.59,0
5,one_year,7.0,1.0,1,103.91,0
72,one_year,6.0,0.0,0,70.13,0
13,month_to_month,4.0,2.0,0,107.82,0
14,two_year,2.0,0.0,1,85.05,0
54,one_year,6.0,0.0,0,44.46,0
4,one_year,8.0,3.0,0,106.6,0
23,two_year,6.0,1.0,0,110.13,0
72,two_year,9.0,0.0,0,106.2,0
1,two_year,7.0,2.0,0,86.01,0
6,one_year,6.0,1.0,0,78.11,1
8,two_year,3.0,2.0,0,98.06,1
57,two_year,9.0,1.0,0,58.79,0
9,two_year,2.0,1.0,1,56.43,0
10,one_year,6.0,0.0,0,78.73,0
51,two_year,3.0,0.0,0,53.61,0
9,two_year,6.0,0.0,0,96.15,0
1,two_year,4.0,0.0,3,71.33,0
34,two_year,9.0,2.0,0,130.39,0
1,one_year,5.0,0.0,0,128.87,1
5,two_year,7.0,1.0,1,58.66,0
23,two_year,7.0,0.0,0,89.72,0
17,one_year,2.0,0.0,0,54.73,1
72,two_year,7.0,0.0,0,124.04,0
54,one_year,7.0,3.0,0,72.95,0
14,one_year,5.0,2.0,0,99.66,0
9,one_year,8.0,0.0,1,98.46,0
30,two_year,8.0,2.0,0,82.55,0
4,two_year,6.0,2.0,0,66.52,0
25,two_year,8.0,0.0,1,85.35,0
1,two_year,8.0,1.0,1,108.02,0
13,two_year,2.0,0.0,0,61.03,0
22,one_year,8.0,3.0,1,83.3,0
38,one_year,9.0,1.0,2,75.23,0
1,one_year,3.0,0.0,0,122.84,0
30,two_year,9.0,1.0,0,87.12,0
53,one_year,4.0,1.0,1,115.66,0
3,two_year,7.0,0.0,0,91.25,0
45,one_year,7.0,1.0,0,58.78,0
25,two_year,7.0,2.0,2,51.09,0
2,two_year,5.0,0.0,1,95.45,0
29,two_year,5.0,1.0,0,72.81,0
19,month_to_month,9.0,2.0,0,114.66,0
3,two_year,7.0,0.0,0,118.9,0
41,two_year,5.0,0.0,0,68.87,0
11,two_year,8.0,2.0,0,33.07,0
11,two_year,8.0,1.0,0,85.71,0
7,one_year,4.0,3.0,0,41.33,0
6,two_year,9.0,2.0,1,75.83,0
7,one_year,2.0,0.0,0,77.33,0
2,two_year,4.0,0.0,0,107.09,0
3,one_year,4.0,2.0,0,101.78,0
61,one_year,8.0,0.0,0,107.4,0
9,one_year,5.0,0.0,0,115.22,0
1,two_year,9.0,2.0,0,110.44,0
17,one_year,5.0,0.0,0,95.01,0
8,one_year,5.0,1.0,0,84.87,0
72,one_year,8.0,0.0,1,91.36,0
22,two_year,8.0,0.0,0,83.05,0
3,two_year,5.0,0.0,0,60.47,0
33,one_year,8.0,1.0,0,71.43,0
20,two_year,3.0,0.0,0,78.88,0
17,two_year,3.0,1.0,0,44.46,1
11,one_year,7.0,0.0,0,98.79,1
1,one_year,6.0,1.0,0,118.08,0
20,one_year,4.0,2.0,0,101.85,0
37,two_year,9.0,2.0,0,61.93,0
43,one_year,2.0,0.0,2,100.96,1
16,two_year,8.0,1.0,0,50.34,0
22,one_year,6.0,0.0,0,163.4,0
19,one_year,8.0,0.0,0,66.06,0
7,two_year,9.0,0.0,0,79.2,0
33,one_year,8.0,0.0,0,43.47,0
28,two_year,8.0,1.0,0,59.6,0
26,one_year,4.0,3.0,1,81.44,1
55,one_year,7.0,0.0,1,64.68,1
6,two_year,6.0,1.0,1,51.46,0
28,one_year,5.0,0.0,1,94.02,0
55,one_year,5.0,0.0,0,70.03,0
12,two_year,8.0,1.0,0,68.2,0
24,one_year,7.0,0.0,0,73.41,0
10,one_year,8.0,0.0,1,57.26,1
5,one_year,6.0,2.0,1,97.72,0
39,one_year,3.0,1.0,1,94.81,0
5,one_year,9.0,1.0,1,45.58,0
4,two_year,3.0,2.0,0,90.2,1
72,two_year,5.0,1.0,0,85.01,0
72,one_year,8.0,0.0,0,88.47,0
26,one_year,2.0,0.0,0,78.39,0
22,month_to_month,4.0,1.0,0,48.53,0
1,one_year,4.0,2.0,0,94.5,1
2,two_year,3.0,1.0,0,65.4,0
16,two_year,5.0,0.0,1,104.72,0
8,two_year,2.0,1.0,0,116.56,0
11,one_year,8.0,1.0,0,106.54,0
43,one_year,7.0,1.0,0,97.73,1
52,two_year,4.0,1.0,1,85.08,0
21,two_year,3.0,1.0,0,90.9,0
72,one_year,9.0,1.0,1,69.41,0
34,two_year,5.0,1.0,0,102.13,0
6,one_year,8.0,1.0,1,82.46,0
72,one_year,8.0,0.0,0,67.77,0
58,one_year,7.0,0.0,1,62.6,0
12,two_year,8.0,1.0,2,112.61,0
72,one_year,4.0,1.0,0,84.09,0
47,one_year,8.0,0.0,0,102.82,0
5,one_year,5.0,3.0,0,44.63,0
18,two_year,3.0,1.0,0,67.61,0
21,one_year,7.0,1.0,1,155.01,0
26,one_year,7.0,1.0,0,99.51,0
7,one_year,5.0,1.0,0,51.93,0
67,one_year,8.0,2.0,0,97.53,0
19,one_year,6.0,4.0,0,97.68,0
32,one_year,5.0,1.0,1,78.87,0
11,two_year,7.0,2.0,0,105.06,0
3,one_year,2.0,1.0,1,86.72,0
16,two_year,3.0,1.0,1,110.6,0
5,two_year,7.0,0.0,1,87.67,0
41,two_year,7.0,0.0,0,62.11,0
3,two_year,8.0,2.0,1,121.87,0
4,two_year,5.0,2.0,2,80.18,0
20,two_year,3.0,0.0,0,85.05,0
69,one_year,9.0,0.0,0,99.84,0
4,two_year,6.0,0.0,0,156.84,0
72,two_year,4.0,1.0,1,114.93,1
53,two_year,5.0,1.0,0,79.01,0
67,two_year,6.0,0.0,0,116.87,0
